CurrentDate,Temp1,Temp2,Temp3,Temp4,avgTemp,Hum1,Hum2,Hum3,Hum4,avgHum,Wind1,Wind2,Wind3,Wind4,avgWind,Rain,7DayAvgRain,7DayAvgTemp,7dayAvgHum,7DayAvgWind,Location,Fire
02/09/2010,12,15,13,27,16.75,79,76,83,0,79.33333333,1.864,2.486,3.107,0,2.485666667,1,0,15.39285714,72.97619048,3.107095238,La Cañada Flintridge,0
02/16/2010,21,17,11,19,17,0,28,24,48,33.33333333,0,2.486,1.243,0,1.8645,0,0,17.67857143,67.95238095,3.107095238,La Cañada Flintridge,0
02/17/2010,20,16,13,18,16.75,60,34,35,70,49.75,0,0,3.728,0,3.728,0,0,16.85714286,65.16666667,3.173630952,La Cañada Flintridge,0
02/18/2010,18,14,13,20,16.25,88,72,63,78,75.25,0,0,3.728,0,3.728,0,0,16.32142857,63.95238095,2.751880952,La Cañada Flintridge,0
02/19/2010,21,16,16,23,19,69,62,62,72,66.25,0.621,3.728,0.621,0.621,1.39775,0,0,16.67857143,61.73809524,2.448464286,La Cañada Flintridge,0
02/20/2010,23,17,16,17,18.25,79,64,58,73,68.5,0,1.243,3.728,0.621,1.864,0,0,17.17857143,62.66666667,2.596416667,La Cañada Flintridge,0
02/21/2010,17,13,11,19,15,80,68,60,77,71.25,0,0.621,6.836,3.728,3.728333333,0,0,17.03571429,63.38095238,2.685178571,La Cañada Flintridge,0
03/01/2010,14,20,22,16,18,80,62,56,77,68.75,0,0,1.864,1.864,1.864,0,0,17.17857143,63.75,2.189571429,La Cañada Flintridge,0
03/02/2010,14,18,19,16,16.75,81,68,52,68,67.25,0,0.621,4.35,0.621,1.864,1,0,17.14285714,68.14285714,2.219190476,La Cañada Flintridge,0
03/03/2010,14,18,18,15,16.25,75,62,50,73,65,0,0.621,6.214,1.243,2.692666667,0,0,17.07142857,68.10714286,2.293142857,La Cañada Flintridge,0
03/05/2010,12,18,19,14,15.75,63,51,49,69,58,1.243,1.243,4.971,0,2.485666667,0,0,16.46428571,66.21428571,2.381904762,La Cañada Flintridge,0
03/06/2010,13,14,17,12,14,71,74,64,82,72.75,0,2.486,2.486,1.864,2.278666667,0,0,15.85714286,65.60714286,2.263571429,La Cañada Flintridge,0
03/08/2010,13,18,17,14,15.5,78,65,60,67,67.5,0.621,3.728,3.728,0,2.692333333,0,0,15.64285714,65.35714286,2.322761905,La Cañada Flintridge,0
03/09/2010,12,16,16,13,14.25,55,36,33,33,39.25,3.107,1.864,6.836,5.593,4.35,0,0,15.28571429,61.35714286,2.677904762,La Cañada Flintridge,0
03/10/2010,12,16,17,15,15,38,42,41,32,38.25,3.728,1.864,6.836,3.728,4.039,0,0,15.10714286,57.53571429,2.870238095,La Cañada Flintridge,0
03/11/2010,11,19,19,16,16.25,48,36,28,50,40.5,0,1.243,3.107,0,2.175,0,0,15.25,54.75,2.78152381,La Cañada Flintridge,0
03/12/2010,12,21,21,15,17.25,56,39,38,66,49.75,0,0.621,3.728,0.621,1.656666667,0,0,15.46428571,53.57142857,2.663095238,La Cañada Flintridge,0
03/14/2010,13,19,21,18,17.75,77,62,31,51,55.25,0,0,3.107,0,3.107,0,0,16,50.89285714,2.796214286,La Cañada Flintridge,0
03/15/2010,13,25,27,23,22,60,38,14,31,35.75,0.621,0.621,3.107,0.621,1.2425,0,0,16.92857143,46.35714286,2.589095238,La Cañada Flintridge,0
03/16/2010,17,28,31,25,25.25,42,29,16,28,28.75,1.243,1.243,6.214,1.243,2.48575,0,0,18.5,44.85714286,2.32277381,La Cañada Flintridge,0
03/17/2010,20,29,31,24,26,38,26,15,31,27.5,0,2.486,3.728,0,3.107,0,0,20.07142857,43.32142857,2.189630952,La Cañada Flintridge,0
03/18/2010,20,24,25,18,21.75,50,52,50,72,56,0.621,1.864,3.107,2.486,2.0195,0,0,20.85714286,45.53571429,2.167416667,La Cañada Flintridge,0
03/19/2010,16,21,23,22,20.5,76,72,54,56,64.5,0,0,1.864,0.621,1.2425,0,0,21.32142857,47.64285714,2.10825,La Cañada Flintridge,0
03/20/2010,16,24,27,19,21.5,79,59,38,66,60.5,1.243,0.621,4.35,0,2.071333333,0,0,22.10714286,46.89285714,2.18222619,La Cañada Flintridge,0
03/21/2010,12,23,26,18,19.75,90,64,39,64,64.25,0,0,1.864,0,1.864,0,0,22.39285714,48.17857143,2.004654762,La Cañada Flintridge,0
03/22/2010,14,22,21,16,18.25,77,59,54,74,66,0,0,1.243,1.864,1.5535,0,0,21.85714286,52.5,2.049083333,La Cañada Flintridge,0
03/23/2010,15,22,21,18,19,72,58,52,67,62.25,2.486,1.243,3.728,0,2.485666667,0,0,20.96428571,57.28571429,2.049071429,La Cañada Flintridge,0
03/24/2010,16,22,23,16,19.25,75,60,54,79,67,2.486,0,2.486,0.621,1.864333333,0,0,20,62.92857143,1.871547619,La Cañada Flintridge,0
03/25/2010,14,17,19,16,16.5,74,61,56,71,65.5,1.243,0.621,4.35,0.621,1.70875,0,0,19.25,64.28571429,1.827154762,La Cañada Flintridge,0
03/26/2010,14,21,22,19,19,73,55,38,34,50,1.243,3.107,1.864,3.728,2.4855,0,0,19.03571429,62.21428571,2.00472619,La Cañada Flintridge,0
03/27/2010,16,25,28,24,23.25,63,40,15,34,38,0.621,0.621,2.486,0,1.242666667,0,0,19.28571429,59,1.886345238,La Cañada Flintridge,0
03/28/2010,18,27,29,24,24.5,26,17,9,26,19.5,1.243,1.243,4.971,0.621,2.0195,0,0,19.96428571,52.60714286,1.908559524,La Cañada Flintridge,0
03/29/2010,18,27,26,19,22.5,42,29,26,67,41,0,0.621,3.728,1.864,2.071,0,0,20.57142857,49.03571429,1.982488095,La Cañada Flintridge,0
03/30/2010,16,18,20,17,17.75,79,71,59,67,69,1.864,3.107,3.728,1.864,2.64075,1,0,20.39285714,50,2.004642857,La Cañada Flintridge,0
04/01/2010,12,17,17,15,15.25,61,51,44,64,55,0.621,2.486,5.593,0.621,2.33025,0,0,19.78571429,47.21428571,2.13777381,La Cañada Flintridge,0
04/02/2010,12,18,21,16,16.75,68,54,41,64,56.75,1.243,3.107,4.971,1.243,2.641,0,0,19.46428571,48.17857143,2.159988095,La Cañada Flintridge,0
04/03/2010,13,18,21,16,17,74,59,53,65,62.75,1.243,2.486,3.107,0.621,1.86425,0,0,18.57142857,51.71428571,2.248785714,La Cañada Flintridge,0
04/04/2010,13,17,17,14,15.25,70,64,51,65,62.5,0.621,2.486,3.107,1.864,2.0195,0,0,17.25,57.85714286,2.248785714,La Cañada Flintridge,0
04/05/2010,13,17,18,17,16.25,86,82,50,43,65.25,4.35,3.107,8.078,2.486,4.50525,0,0,16.35714286,61.32142857,2.596535714,La Cañada Flintridge,0
04/06/2010,14,19,22,18,18.25,65,48,30,54,49.25,0.621,0.621,3.107,0,1.449666667,0,0,16.42857143,58.5,2.426380952,La Cañada Flintridge,0
04/07/2010,14,27,27,23,22.75,62,35,15,41,38.25,0,0.621,6.836,1.243,2.9,0,0,17.35714286,55.67857143,2.529988095,La Cañada Flintridge,0
04/09/2010,16,23,24,17,20,76,59,51,69,63.75,0.621,1.243,3.728,1.864,1.864,0,0,19.03571429,53.71428571,2.411571429,La Cañada Flintridge,0
04/11/2010,15,17,18,17,16.75,59,56,53,72,60,0.621,4.35,6.214,4.971,4.039,2,0,19.14285714,52.46428571,2.61127381,La Cañada Flintridge,0
04/12/2010,14,18,18,15,16.25,89,71,51,58,67.25,1.243,1.243,6.836,3.728,3.2625,0,0,19.14285714,52.75,2.433738095,La Cañada Flintridge,0
04/14/2010,13,19,21,17,17.5,76,59,50,69,63.5,0,1.243,3.728,1.243,2.071333333,0,0,18.17857143,57.75,2.374547619,La Cañada Flintridge,0
04/15/2010,14,22,22,18,19,79,58,46,66,62.25,0,0.621,4.35,1.864,2.278333333,0,0,17.5,61.75,2.374547619,La Cañada Flintridge,0
04/17/2010,16,23,24,19,20.5,78,56,47,68,62.25,0,0.621,3.728,0.621,1.656666667,0,0,17.92857143,63.03571429,2.492880952,La Cañada Flintridge,0
04/18/2010,15,23,24,17,19.75,84,72,56,68,70,0.621,1.864,4.35,1.864,2.17475,0,0,18.35714286,64.46428571,2.226559524,La Cañada Flintridge,0
04/19/2010,17,21,22,19,19.75,75,67,51,67,65,0,0,4.35,1.864,3.107,0,0,18.85714286,64.14285714,2.204345238,La Cañada Flintridge,0
04/20/2010,16,20,17,16,17.25,76,70,78,62,71.5,0,0.621,3.728,4.971,3.106666667,0,0,18.92857143,65.92857143,2.381869048,La Cañada Flintridge,0
04/22/2010,11,16,16,16,14.75,70,56,48,53,56.75,0.621,1.243,1.864,0.621,1.08725,0,0,17.89285714,64.10714286,2.626,La Cañada Flintridge,0
04/23/2010,12,21,20,17,17.5,68,52,50,72,60.5,0,1.243,3.107,1.243,1.864333333,0,0,17.71428571,63.17857143,2.566857143,La Cañada Flintridge,0
04/24/2010,14,21,21,17,18.25,81,60,53,71,66.25,0,0.621,4.35,0.621,1.864,0,0,17.39285714,63.75,2.59647619,La Cañada Flintridge,0
04/26/2010,14,21,20,16,17.75,89,73,65,84,77.75,0.621,1.243,4.35,0.621,1.70875,0,0,17.03571429,66.03571429,2.441119048,La Cañada Flintridge,0
04/28/2010,16,18,18,17,17.25,87,64,50,58,64.75,0.621,2.486,4.35,4.971,3.107,0,0,17.39285714,67.5,1.930690476,La Cañada Flintridge,0
04/29/2010,14,19,21,18,18,51,30,21,27,32.25,2.486,9.943,8.7,6.836,6.99125,0,0,17.85714286,64,2.774119048,La Cañada Flintridge,0
05/02/2010,16,22,22,18,19.5,70,57,52,64,60.75,2.486,3.728,6.214,0.621,3.26225,1,0,18.5,55.85714286,3.284642857,La Cañada Flintridge,0
05/03/2010,16,26,27,22,22.75,75,54,40,69,59.5,0,0,3.107,2.486,2.7965,1,1,19.21428571,53.25,3.440035714,La Cañada Flintridge,0
05/04/2010,15,24,26,21,21.5,82,62,46,67,64.25,0,0,1.864,2.486,2.175,2,1,19.85714286,51.96428571,3.551035714,La Cañada Flintridge,0
05/05/2010,17,23,23,20,20.75,79,67,52,63,65.25,0.621,1.243,3.728,0.621,1.55325,2,1,20.35714286,52.03571429,3.329071429,La Cañada Flintridge,0
05/06/2010,16,23,23,19,20.25,72,58,49,58,59.25,0,0,5.593,0.621,3.107,2,1,20.67857143,55.89285714,2.774178571,La Cañada Flintridge,0
05/07/2010,17,26,26,22,22.75,72,49,34,52,51.75,0.621,0.621,3.107,0,1.449666667,1,2,21.03571429,59.14285714,2.426416667,La Cañada Flintridge,0
05/08/2010,17,25,24,19,21.25,65,52,40,59,54,0,1.243,4.971,0,3.107,2,2,21.25,59.25,2.492952381,La Cañada Flintridge,0
05/09/2010,17,18,19,17,17.75,68,68,53,63,63,0,0.621,4.35,1.864,2.278333333,1,2,21,59.57142857,2.352392857,La Cañada Flintridge,0
05/10/2010,15,19,21,17,18,71,57,50,66,61,0,3.728,4.35,3.728,3.935333333,1,2,20.32142857,59.78571429,2.515083333,La Cañada Flintridge,0
05/12/2010,15,22,23,19,19.75,71,51,41,63,56.5,0,1.243,4.35,0,2.7965,2,2,19.64285714,56.39285714,2.973785714,La Cañada Flintridge,0
05/17/2010,16,16,18,16,16.5,81,78,65,77,75.25,1.243,0.621,1.243,0.621,0.932,0,2,18.85714286,64.25,2.226630952,La Cañada Flintridge,0
05/18/2010,14,18,21,19,18,78,81,63,79,75.25,0,2.486,3.107,2.486,2.693,0,1,18.89285714,67.96428571,2.019535714,La Cañada Flintridge,0
05/20/2010,17,23,24,22,21.5,79,67,48,59,63.25,0.621,0.621,2.486,1.243,1.24275,2,1,18.96428571,70.78571429,2.174821429,La Cañada Flintridge,0
05/23/2010,14,18,19,17,17,60,44,40,62,51.5,1.864,2.486,9.321,3.107,4.1945,0,1,18.78571429,64.89285714,2.515083333,La Cañada Flintridge,0
05/24/2010,14,20,21,18,18.25,69,54,48,65,59,2.486,1.864,6.214,1.243,2.95175,2,1,19.03571429,62.57142857,2.803619048,La Cañada Flintridge,0
05/25/2010,13,22,21,18,18.5,77,57,46,71,62.75,0.621,1.243,4.971,1.864,2.17475,2,1,19.10714286,60.78571429,2.729583333,La Cañada Flintridge,0
05/26/2010,15,21,21,18,18.75,78,63,56,74,67.75,0.621,2.486,1.864,1.864,1.70875,1,1,19,60.17857143,2.441119048,La Cañada Flintridge,0
05/27/2010,16,19,21,18,18.5,78,72,56,58,66,0,0.621,2.486,3.107,2.071333333,0,1,18.57142857,60.57142857,2.559488095,La Cañada Flintridge,0
05/28/2010,14,22,22,18,19,74,56,38,62,57.5,0,1.243,4.971,0.621,2.278333333,2,1,18.39285714,59.89285714,2.552107143,La Cañada Flintridge,0
05/29/2010,17,26,27,26,24,64,48,33,39,46,0,1.243,4.35,1.864,2.485666667,0,1,19.14285714,58.64285714,2.552154762,La Cañada Flintridge,0
06/01/2010,17,22,23,19,20.25,72,62,55,70,64.75,0.621,1.243,3.107,0,1.657,1,1,20.92857143,60.60714286,2.063833333,La Cañada Flintridge,0
06/02/2010,17,23,23,20,20.75,70,59,54,68,62.75,0.621,0.621,5.593,1.243,2.0195,1,1,21.21428571,59.89285714,2.10822619,La Cañada Flintridge,0
06/08/2010,19,21,23,21,21,78,74,63,73,72,0.621,0,1.864,1.864,1.449666667,0,0,21.67857143,69.71428571,1.856809524,La Cañada Flintridge,0
06/12/2010,18,21,24,21,21,72,65,54,67,64.5,1.243,1.864,3.728,0.621,1.864,0,0,21.35714286,68,1.886321429,La Cañada Flintridge,0
06/13/2010,18,23,23,19,20.75,74,67,60,76,69.25,0,0.621,5.593,1.864,2.692666667,0,0,21.07142857,67.85714286,1.975083333,La Cañada Flintridge,0
06/15/2010,18,26,26,22,23,80,64,55,72,67.75,0,1.864,1.864,0.621,1.449666667,0,0,21.42857143,67.21428571,2.063892857,La Cañada Flintridge,0
06/18/2010,18,23,25,21,21.75,78,62,53,65,64.5,0,0.621,5.593,0.621,2.278333333,0,0,21.71428571,66.75,2.16,La Cañada Flintridge,0
06/22/2010,17,23,25,21,21.5,78,65,52,72,66.75,0.621,0.621,3.728,2.486,1.864,1,1,21.60714286,64.25,2.322785714,La Cañada Flintridge,0
06/23/2010,17,24,24,21,21.5,81,67,54,75,69.25,0,0.621,3.107,1.243,1.657,1,1,21.64285714,65.17857143,2.263595238,La Cañada Flintridge,0
07/02/2010,18,24,25,21,22,76,66,56,69,66.75,0,0.621,4.971,1.864,2.485333333,2,0,21.42857143,69.64285714,1.893738095,La Cañada Flintridge,0
07/07/2010,18,19,22,19,19.5,76,72,62,72,70.5,0.621,0,2.486,3.728,2.278333333,0,1,20.71428571,68.96428571,2.219154762,La Cañada Flintridge,0
07/13/2010,19,29,29,26,25.75,72,53,41,50,54,0,1.243,4.35,1.864,2.485666667,0,1,21.46428571,68.46428571,2.145309524,La Cañada Flintridge,0
07/14/2010,21,33,33,28,28.75,63,46,34,51,48.5,0,0.621,3.728,0.621,1.656666667,0,1,22.78571429,65.32142857,2.0565,La Cañada Flintridge,0
07/16/2010,23,33,34,29,29.75,64,48,37,58,51.75,0,0.621,3.728,0.621,1.656666667,0,0,25.60714286,58.85714286,1.989833333,La Cañada Flintridge,0
07/18/2010,21,31,29,24,26.25,71,56,50,66,60.75,0,1.243,2.486,1.864,1.864333333,0,0,27.07142857,54.96428571,1.886238095,La Cañada Flintridge,0
07/19/2010,21,29,28,23,25.25,76,64,52,70,65.5,1.243,0.621,3.728,0.621,1.55325,1,0,27.64285714,54.5,1.782654762,La Cañada Flintridge,0
07/21/2010,20,22,25,22,22.25,73,72,60,71,69,0.621,0.621,1.864,1.243,1.08725,1,0,26.39285714,59.39285714,1.656928571,La Cañada Flintridge,0
07/22/2010,21,23,25,22,22.75,73,69,57,73,68,0.621,0,2.486,2.486,1.864333333,1,1,25.42857143,62.39285714,1.723547619,La Cañada Flintridge,0
07/26/2010,18,21,24,20,20.75,76,71,59,73,69.75,0,0.621,1.864,3.107,1.864,1,1,22.07142857,68.25,2.108261905,La Cañada Flintridge,0
07/27/2010,17,21,22,19,19.75,74,71,59,68,68,0,0,3.728,1.864,2.796,1,1,21.53571429,68.28571429,2.19697619,La Cañada Flintridge,0
07/28/2010,17,23,23,20,20.75,74,63,53,66,64,0.621,0,4.971,3.107,2.899666667,2,1,21.32142857,67.57142857,2.455892857,La Cañada Flintridge,0
08/02/2010,16,25,26,21,22,85,72,49,74,70,0,0.621,3.107,1.243,1.657,0,1,21.53571429,67.10714286,2.396666667,La Cañada Flintridge,0
08/05/2010,18,25,26,21,22.5,79,65,54,73,67.75,0,0.621,4.971,1.864,2.485333333,0,0,22.46428571,67.82142857,1.938142857,La Cañada Flintridge,0
08/06/2010,18,24,26,21,22.25,76,66,52,73,66.75,0,0,4.35,3.107,3.7285,0,0,22.57142857,67.67857143,2.160071429,La Cañada Flintridge,0
08/15/2010,18,26,27,22,23.25,79,69,49,67,66,0.621,0.621,4.35,0.621,1.55325,0,0,22.10714286,66.25,1.938071429,La Cañada Flintridge,0
08/18/2010,23,34,34,28,29.75,57,43,26,46,43,0,0,4.35,1.864,3.107,0,0,24.42857143,60,1.90852381,La Cañada Flintridge,0
09/01/2010,19,28,28,20,23.75,77,65,47,76,66.25,0,1.243,4.35,0.621,2.071333333,0,0,23.42857143,58.67857143,1.864095238,La Cañada Flintridge,0
09/03/2010,17,28,28,23,24,75,30,43,63,52.75,0,0.621,3.728,0,2.1745,0,0,22.92857143,58.78571429,1.997166667,La Cañada Flintridge,0
09/07/2010,20,21,23,21,21.25,68,69,62,70,67.25,0,0.621,2.486,0,1.5535,3,1,23.60714286,62.5,1.834452381,La Cañada Flintridge,0
09/08/2010,20,22,23,20,21.25,71,60,57,63,62.75,0.621,0,4.971,3.107,2.899666667,4,1,23.25,62,1.952785714,La Cañada Flintridge,0
09/09/2010,19,23,25,21,22,75,61,47,66,62.25,0.621,0,4.35,1.243,2.071333333,2,2,23.03571429,61.78571429,1.982404762,La Cañada Flintridge,0
09/10/2010,18,24,25,21,22,75,60,52,72,64.75,0,0,6.214,1.243,3.7285,0,2,22.75,63.5,2.204404762,La Cañada Flintridge,0
09/13/2010,17,26,27,28,24.5,79,63,13,0,51.66666667,0,2.486,0,0,2.486,0,1,21.82142857,63.63095238,2.470904762,La Cañada Flintridge,0
09/15/2010,21,17,25,26,22.25,76,69,41,70,64,0,0,3.728,0.621,2.1745,0,0,22.14285714,61.20238095,2.677952381,La Cañada Flintridge,0
09/17/2010,20,16,24,27,21.75,45,68,53,78,61,0,0.621,3.107,0.621,1.449666667,0,0,22.03571429,61.41666667,2.367142857,La Cañada Flintridge,0
09/18/2010,19,18,26,26,22.25,82,53,54,76,66.25,0,0,2.486,0,2.486,1,0,22.25,61.41666667,2.426380952,La Cañada Flintridge,0
09/22/2010,21,17,26,28,23,69,65,48,57,59.75,0,0.621,4.35,0,2.4855,1,1,21.78571429,64.32142857,1.849297619,La Cañada Flintridge,0
09/23/2010,21,19,34,34,27,70,54,43,64,57.75,0,0,3.728,1.243,2.4855,0,1,22.57142857,62.92857143,1.89372619,La Cañada Flintridge,0
09/28/2010,31,33,27,23,28.5,0,24,28,46,32.66666667,0,2.486,1.864,0.621,1.657,0,0,29.89285714,43.35714286,1.878880952,La Cañada Flintridge,0
10/04/2010,20,19,19,18,19,78,82,78,76,78.5,0,0.621,0.621,1.864,1.035333333,0,0,27.42857143,57.45238095,2.115690476,La Cañada Flintridge,0
10/06/2010,18,18,20,19,18.75,73,75,68,62,69.5,2.486,4.35,0.621,0,2.485666667,0,0,23.10714286,65.10714286,2.589142857,La Cañada Flintridge,0
10/07/2010,18,23,23,20,21,68,55,46,58,56.75,0,0,6.214,1.243,3.7285,1,0,22.03571429,65.25,2.677928571,La Cañada Flintridge,0
10/13/2010,20,26,27,20,23.25,80,72,59,78,72.25,0,0,0.621,0,0.621,0,0,24.46428571,59.64285714,1.819642857,La Cañada Flintridge,0
10/15/2010,20,21,23,21,21.25,74,75,66,74,72.25,0,0,0.621,0,0.621,0,0,24.35714286,64.25,1.242595238,La Cañada Flintridge,0
10/17/2010,19,20,20,19,19.5,16,27,78,78,49.75,0,0,3.107,0,3.107,0,0,22.39285714,66.92857143,1.331380952,La Cañada Flintridge,0
10/18/2010,18,21,21,20,20,78,68,64,71,70.25,0,0,1.864,0.621,1.2425,0,0,21.46428571,68.28571429,1.375738095,La Cañada Flintridge,0
10/19/2010,19,21,23,19,20.5,76,74,70,77,74.25,0,0.621,0.621,1.243,0.828333333,1,0,20.96428571,69.07142857,1.360928571,La Cañada Flintridge,0
10/20/2010,19,19,20,19,19.25,64,39,66,78,61.75,0.621,2.486,1.864,0,1.657,0,0,20.39285714,67.57142857,1.508928571,La Cañada Flintridge,0
10/21/2010,19,20,21,19,19.75,76,72,69,74,72.75,1.864,0.621,1.864,0.621,1.2425,0,0,20.10714286,67.64285714,1.508904762,La Cañada Flintridge,0
10/22/2010,18,20,20,17,18.75,78,51,62,79,67.5,0,0.621,3.728,0,2.1745,0,0,19.75,66.96428571,1.730833333,La Cañada Flintridge,0
10/23/2010,17,19,21,18,18.75,80,78,70,80,77,0,1.243,1.864,0,1.5535,1,0,19.5,67.60714286,1.68647619,La Cañada Flintridge,0
10/25/2010,17,23,23,21,21,95,79,28,44,61.5,3.107,1.243,4.971,3.728,3.26225,0,0,19.53571429,70.5,1.841869048,La Cañada Flintridge,0
10/27/2010,15,26,27,24,23,62,38,12,22,33.5,0,0.621,3.107,0.621,1.449666667,0,0,19.96428571,63.5,2.13772619,La Cañada Flintridge,0
10/28/2010,19,27,28,22,24,22,18,14,32,21.5,1.864,3.107,2.486,0,2.485666667,0,0,20.57142857,56.17857143,2.315321429,La Cañada Flintridge,0
10/29/2010,16,26,26,19,21.75,52,36,36,77,50.25,0,1.243,3.728,0,2.4855,0,0,21,53.71428571,2.35975,La Cañada Flintridge,0
10/30/2010,17,19,20,17,18.25,87,74,60,78,74.75,3.728,0.621,4.35,1.864,2.64075,0,0,20.92857143,53.39285714,2.515071429,La Cañada Flintridge,0
11/02/2010,17,29,32,25,25.75,74,41,17,38,42.5,0,0,3.107,0,3.107,0,0,21.78571429,51.5,2.093369048,La Cañada Flintridge,0
