CurrentDate,Temp1,Temp2,Temp3,Temp4,avgTemp,Hum1,Hum2,Hum3,Hum4,avgHum,Wind1,Wind2,Wind3,Wind4,avgWind,Rain,14DayAvgTemp,14dayAvgHum,14DayAvgWind,14DayAvgRain,Location,Fire
05/08/2011,16,19,19,16,17.5,80,71,57,67,68.75,0.621,1.243,5.593,3.107,2.641,0,22,52.71428571,2,0,La Ca_ada Flintridge,1
05/12/2011,14,23,22,20,19.75,78,60,53,68,64.75,0,0,4.35,1.243,2.7965,0,21.19642857,67.67857143,2,0,La Ca_ada Flintridge,1
05/14/2011,17,18,19,17,17.75,69,63,66,68,66.5,3.728,2.486,2.486,1.864,2.641,0,20.82142857,66.42857143,2,0,La Ca_ada Flintridge,1
05/16/2011,12,17,17,15,15.25,70,56,50,62,59.5,0.621,4.35,5.593,3.728,3.573,0,19.53571429,64.85714286,3,0,La Ca_ada Flintridge,1
05/19/2011,14,21,21,18,18.5,76,65,54,66,65.25,1.864,1.243,4.35,0.621,2.0195,0,17.69642857,66.28571429,3,0,La Ca_ada Flintridge,1
05/21/2011,14,21,22,17,18.5,85,69,59,78,72.75,0.621,1.243,3.107,0.621,1.398,0,17.67857143,67.64285714,3,0,La Ca_ada Flintridge,1
05/22/2011,16,18,21,17,18,79,73,60,69,70.25,0,1.243,2.486,0,1.8645,0,17.71428571,68.92857143,3,0,La Ca_ada Flintridge,1
05/25/2011,14,23,22,18,19.25,73,56,46,62,59.25,0,1.243,5.593,0.621,2.485666667,0,17.875,67.07142857,3,0,La Ca_ada Flintridge,1
05/28/2011,18,22,22,18,20,74,63,52,60,62.25,3.107,3.728,4.35,2.486,3.41775,0,18.03571429,64.64285714,3,0,La Ca_ada Flintridge,1
05/29/2011,14,17,22,21,18.5,77,64,29,34,51,0.621,2.486,6.836,4.971,3.7285,1,18.19642857,61.89285714,3,0,La Ca_ada Flintridge,1
06/01/2011,14,19,19,17,17.25,76,62,49,64,62.75,0,1.864,5.593,0.621,2.692666667,0,18.82142857,58.82142857,2,0,La Ca_ada Flintridge,1
06/03/2011,18,24,24,19,21.25,71,62,49,71,63.25,1.864,1.864,6.214,1.864,2.9515,0,19.14285714,56.60714286,3,0,La Ca_ada Flintridge,1
06/07/2011,15,23,22,19,19.75,79,60,53,70,65.5,0,1.864,4.971,1.243,2.692666667,0,19.33928571,62.28571429,3,0,La Ca_ada Flintridge,1
06/09/2011,15,18,21,18,18,84,74,65,78,75.25,0.621,0,2.486,1.243,1.45,0,19.16071429,67.25,3,0,La Ca_ada Flintridge,1
06/13/2011,17,21,22,19,19.75,77,70,59,79,71.25,1.243,0,3.728,1.243,2.071333333,0,18.83928571,72.07142857,2,0,La Ca_ada Flintridge,1
06/14/2011,15,23,23,18,19.75,90,74,62,82,77,0,0.621,4.35,2.486,2.485666667,0,18.89285714,73.71428571,2,0,La Ca_ada Flintridge,1
06/19/2011,16,19,21,19,18.75,78,70,66,76,72.5,0,0,2.486,1.243,1.8645,0,19,73.53571429,2,0,La Ca_ada Flintridge,1
06/20/2011,16,24,24,21,21.25,84,70,58,78,72.5,0,0,4.35,0.621,2.4855,0,19.21428571,73.71428571,2,0,La Ca_ada Flintridge,1
06/23/2011,17,24,26,21,22,86,73,58,76,73.25,0,0.621,3.728,0.621,1.656666667,0,19.82142857,73.32142857,2,0,La Ca_ada Flintridge,1
06/26/2011,16,26,27,23,23,84,68,54,73,69.75,0,1.243,3.107,0.621,1.657,0,20.625,72.85714286,2,0,La Ca_ada Flintridge,1
06/27/2011,17,28,27,24,24,87,64,52,73,69,0,0.621,3.728,2.486,2.278333333,0,20.92857143,72.35714286,2,0,La Ca_ada Flintridge,1
06/28/2011,18,25,25,21,22.25,84,71,61,79,73.75,0,1.243,3.728,1.864,2.278333333,0,21.10714286,72.03571429,2,0,La Ca_ada Flintridge,1
07/02/2011,19,28,28,24,24.75,84,66,47,74,67.75,0,0,3.728,1.243,2.4855,0,22.19642857,67.64285714,2,0,La Ca_ada Flintridge,1
07/03/2011,19,27,27,21,23.5,88,69,59,74,72.5,0,1.243,3.728,0.621,1.864,0,22.53571429,68.03571429,2,0,La Ca_ada Flintridge,1
07/06/2011,21,29,28,24,25.5,82,59,50,74,66.25,0,2.486,3.107,3.107,2.9,0,23.55357143,64.96428571,2,0,La Ca_ada Flintridge,1
07/07/2011,21,31,27,24,25.75,82,65,52,69,67,0.621,0.621,2.486,0.621,1.08725,0,23.82142857,65.60714286,2,0,La Ca_ada Flintridge,1
07/08/2011,20,29,27,23,24.75,80,64,55,74,68.25,0,0.621,2.486,1.864,1.657,0,24.05357143,66.53571429,2,0,La Ca_ada Flintridge,1
07/09/2011,19,27,26,22,23.5,84,69,58,77,72,0,1.243,2.486,1.243,1.657333333,0,24.17857143,67.14285714,2,0,La Ca_ada Flintridge,1
07/10/2011,18,26,26,22,23,85,70,58,76,72.25,0,0.621,3.728,1.864,2.071,0,24.17857143,67.10714286,2,0,La Ca_ada Flintridge,1
07/11/2011,19,24,25,21,22.25,77,64,57,78,69,1.243,1.243,3.728,1.243,1.86425,0,24.05357143,68.03571429,2,0,La Ca_ada Flintridge,1
07/16/2011,17,22,24,21,21,84,68,57,73,70.5,0,0,3.728,2.486,3.107,0,23.30357143,70.21428571,2,0,La Ca_ada Flintridge,1
07/17/2011,18,25,25,22,22.5,82,66,55,70,68.25,0,0.621,3.728,0.621,1.656666667,0,23.23214286,69.64285714,2,0,La Ca_ada Flintridge,1
07/19/2011,20,28,29,24,25.25,78,62,46,66,63,0,0,4.35,1.864,3.107,0,23.03571429,67.39285714,2,0,La Ca_ada Flintridge,1
07/22/2011,18,24,26,21,22.25,81,70,57,77,71.25,0,0,3.728,1.864,2.796,0,22.33928571,69.25,2,0,La Ca_ada Flintridge,1
07/23/2011,18,25,25,21,22.25,79,66,56,78,69.75,0,0.621,3.728,1.243,1.864,0,22.25,69.14285714,2,0,La Ca_ada Flintridge,1
07/24/2011,17,24,24,22,21.75,88,75,57,75,73.75,0,1.243,3.728,0.621,1.864,0,22.16071429,69.92857143,2,0,La Ca_ada Flintridge,1
07/25/2011,19,26,28,25,24.5,80,64,41,62,61.75,0,0,5.593,1.243,3.418,0,22.32142857,69.89285714,2,0,La Ca_ada Flintridge,1
07/28/2011,19,26,26,23,23.5,80,68,60,77,71.25,0,0,3.107,2.486,2.7965,0,22.85714286,68.57142857,3,0,La Ca_ada Flintridge,1
07/29/2011,19,21,23,21,21,83,80,62,77,75.5,1.864,1.243,4.35,1.864,2.33025,0,22.80357143,69.17857143,2,0,La Ca_ada Flintridge,1
07/30/2011,18,23,23,21,21.25,83,74,62,76,73.75,0.621,1.243,4.971,1.243,2.0195,0,22.82142857,69.75,2,0,La Ca_ada Flintridge,1
07/31/2011,18,25,27,23,23.25,83,73,54,70,70,0.621,0.621,4.971,0,2.071,0,22.875,69.21428571,2,0,La Ca_ada Flintridge,1
08/01/2011,18,28,29,24,24.75,79,60,43,59,60.25,0,0.621,3.107,0,1.864,0,22.89285714,69,2,0,La Ca_ada Flintridge,1
08/05/2011,17,25,25,21,22,87,74,55,80,74,0,1.243,1.243,0.621,1.035666667,0,23.10714286,66.64285714,2,0,La Ca_ada Flintridge,1
08/07/2011,16,23,26,19,21,90,76,56,82,76,0,1.243,1.243,0,1.243,0,23.01785714,67.82142857,2,0,La Ca_ada Flintridge,1
08/08/2011,17,24,26,21,22,88,72,56,80,74,0,0.621,2.486,1.864,1.657,0,22.83928571,69.78571429,2,0,La Ca_ada Flintridge,1
08/11/2011,19,22,24,19,21,76,69,61,80,71.5,0,1.864,2.486,3.728,2.692666667,0,22.39285714,73.71428571,2,0,La Ca_ada Flintridge,1
08/12/2011,18,23,24,19,21,82,72,62,82,74.5,0,0.621,4.35,2.486,2.485666667,0,22.39285714,73.78571429,2,0,La Ca_ada Flintridge,1
08/13/2011,17,24,26,21,22,84,73,59,76,73,0,1.243,1.243,0.621,1.035666667,0,22.44642857,73.35714286,2,0,La Ca_ada Flintridge,1
08/14/2011,18,24,24,19,21.25,86,74,64,84,77,0,1.864,3.728,0.621,2.071,0,22.30357143,73.5,2,0,La Ca_ada Flintridge,1
08/15/2011,18,27,27,23,23.75,87,73,56,79,73.75,0,0.621,1.243,0.621,0.828333333,0,22.23214286,73.46428571,2,0,La Ca_ada Flintridge,1
08/18/2011,18,27,27,23,23.75,86,72,54,75,71.75,0,0.621,3.728,1.864,2.071,0,22.10714286,74.35714286,2,0,La Ca_ada Flintridge,1
08/19/2011,18,24,24,21,21.75,83,74,61,80,74.5,1.243,0.621,2.486,1.243,1.39825,0,22.08928571,74.35714286,2,0,La Ca_ada Flintridge,1
08/22/2011,17,24,26,22,22.25,86,73,54,72,71.25,0,0,4.35,0,4.35,0,22.26785714,72.53571429,2,0,La Ca_ada Flintridge,1
08/23/2011,19,27,26,22,23.5,85,69,54,76,71,0,1.243,2.486,1.243,1.657333333,0,22.375,71.75,2,0,La Ca_ada Flintridge,1
08/24/2011,18,27,27,23,23.75,87,70,51,65,68.25,0,0,1.864,0,1.864,0,22.57142857,70.92857143,2,0,La Ca_ada Flintridge,1
08/25/2011,20,31,31,25,26.75,75,59,42,56,58,0,0,3.728,0,3.728,0,22.98214286,68.96428571,2,0,La Ca_ada Flintridge,1
08/26/2011,23,29,32,27,27.75,66,57,44,55,55.5,0,0,1.243,0.621,0.932,0,23.46428571,66.25,2,0,La Ca_ada Flintridge,1
08/27/2011,22,34,33,24,28.25,67,55,40,63,56.25,0,0.621,1.243,0.621,0.828333333,0,23.91071429,64.42857143,2,0,La Ca_ada Flintridge,1
08/28/2011,22,30,31,26,27.25,70,56,41,55,55.5,0,0,3.107,0,3.107,0,24.33928571,62.25,2,0,La Ca_ada Flintridge,1
08/30/2011,19,24,26,20,22.25,78,69,58,76,70.25,0.621,0.621,2.486,0.621,1.08725,0,24.35714286,60.25,2,0,La Ca_ada Flintridge,1
09/01/2011,16,24,24,19,20.75,89,73,58,82,75.5,0,0.621,1.864,1.243,1.242666667,0,23.98214286,63.53571429,2,0,La Ca_ada Flintridge,1
09/04/2011,16,25,24,20,21.25,84,68,53,67,68,0,0,3.728,1.243,2.4855,0,23.60714286,71.32142857,2,0,La Ca_ada Flintridge,1
09/05/2011,19,31,29,24,25.75,77,59,47,62,61.25,1.864,1.243,1.864,0,1.657,0,23.85714286,71.78571429,2,0,La Ca_ada Flintridge,1
09/09/2011,22,18,22,23,21.25,0,56,60,77,64.33333333,0,0,4.35,1.243,2.7965,0,24.125,60.26190476,2,0,La Ca_ada Flintridge,1
09/11/2011,21,17,26,26,22.5,74,65,53,72,66,1.243,0,3.728,1.864,2.278333333,0,23.26785714,59.4047619,2,0,La Ca_ada Flintridge,1
09/13/2011,22,19,24,24,22.25,87,70,55,78,72.5,0,1.243,3.728,0.621,1.864,0,23.08928571,65.26190476,2,0,La Ca_ada Flintridge,1
09/14/2011,20,18,24,24,21.5,87,75,65,82,77.25,0,0,4.35,0.621,2.4855,0,23.10714286,68.86904762,2,0,La Ca_ada Flintridge,1
09/15/2011,19,19,19,21,19.5,88,72,63,82,76.25,0,0,3.107,1.243,2.175,0,23.01785714,70.83333333,2,0,La Ca_ada Flintridge,1
09/17/2011,19,17,26,24,21.5,78,71,60,77,71.5,0,1.243,1.864,1.243,1.45,0,23.14285714,72.78571429,2,0,La Ca_ada Flintridge,1
09/19/2011,18,17,22,25,20.5,93,83,66,87,82.25,0,1.864,2.486,0,2.175,0,22.71428571,76.17857143,2,0,La Ca_ada Flintridge,1
09/26/2011,19,17,27,28,22.75,81,76,60,82,74.75,0,1.243,2.486,0.621,1.45,0,20.82142857,78.39285714,2,0,La Ca_ada Flintridge,1
09/27/2011,21,19,22,24,21.5,88,67,56,84,73.75,0,0,3.107,0.621,1.864,0,20.76785714,77.42857143,2,0,La Ca_ada Flintridge,1
10/01/2011,17,28,29,23,24.25,87,66,38,56,61.75,0,0,4.971,0.621,2.796,0,21.10714286,73.64285714,2,0,La Ca_ada Flintridge,1
10/02/2011,21,27,27,23,24.5,66,62,45,59,58,0.621,0.621,1.243,1.243,0.932,0,21.32142857,71.46428571,2,0,La Ca_ada Flintridge,1
10/06/2011,14,19,19,18,17.5,76,65,46,64,62.75,0.621,0,1.864,1.864,1.449666667,0,20.67857143,67.39285714,2,0,La Ca_ada Flintridge,1
10/09/2011,15,27,27,19,22,73,42,31,68,53.5,0,0.621,1.864,0,1.2425,0,20.75,63.75,2,0,La Ca_ada Flintridge,1
10/13/2011,23,35,36,26,30,48,25,22,58,38.25,0,0,2.486,0,2.486,0,21.92857143,56.21428571,2,0,La Ca_ada Flintridge,1
10/14/2011,21,28,29,18,24,73,48,49,88,64.5,0.621,0.621,3.107,1.243,1.398,0,22.19642857,56.35714286,2,0,La Ca_ada Flintridge,1
10/15/2011,18,23,23,17,20.25,83,73,65,84,76.25,0,0,3.728,0.621,2.1745,0,21.91071429,59.42857143,2,0,La Ca_ada Flintridge,1
10/17/2011,17,26,27,17,21.75,90,67,60,91,77,0,0,1.243,0.621,0.932,0,21.625,64.39285714,2,0,La Ca_ada Flintridge,1
10/22/2011,14,23,25,16,19.5,93,81,57,90,80.25,0,0,3.107,0,3.107,0,21.58928571,79.53571429,2,0,La Ca_ada Flintridge,1
10/26/2011,16,19,20,16,17.75,90,70,56,84,75,0,0.621,1.864,0.621,1.035333333,0,19.89285714,78.39285714,2,0,La Ca_ada Flintridge,1
10/27/2011,13,22,24,18,19.25,88,53,26,64,57.75,0,0,2.486,0,2.486,0,19.125,75.89285714,2,0,La Ca_ada Flintridge,1
10/28/2011,13,24,26,19,20.5,61,30,15,55,40.25,0,0,3.107,1.243,2.175,0,18.875,70.82142857,2,0,La Ca_ada Flintridge,1
10/29/2011,14,26,27,19,21.5,52,38,25,52,41.75,0,0.621,2.486,0,1.5535,0,18.96428571,65.32142857,2,0,La Ca_ada Flintridge,1
10/31/2011,16,22,22,16,19,90,64,55,91,75,0,1.243,1.243,1.243,1.243,0,18.92857143,60.39285714,2,0,La Ca_ada Flintridge,1
11/01/2011,13,19,20,17,17.25,94,79,61,84,79.5,0,0,1.864,0,1.864,0,18.89285714,60.42857143,2,0,La Ca_ada Flintridge,1
11/02/2011,13,25,28,23,22.25,90,50,7,16,40.75,0,0,1.864,1.243,1.5535,0,19.21428571,55.53571429,2,0,La Ca_ada Flintridge,1
11/09/2011,11,22,24,18,18.75,57,31,18,38,36,0.621,1.864,1.243,1.243,1.24275,0,17.96428571,56.28571429,2,0,La Ca_ada Flintridge,1
11/10/2011,17,23,24,19,20.75,28,23,18,27,24,2.486,3.728,1.243,0.621,2.0195,0,18.07142857,53.71428571,2,0,La Ca_ada Flintridge,1
11/13/2011,15,21,21,16,18.25,77,53,53,72,63.75,0,1.243,1.864,0,1.5535,0,17.41071429,47.75,2,0,La Ca_ada Flintridge,1
11/17/2011,12,22,20,14,17,90,59,69,88,76.5,0,0,1.864,0,1.864,0,16.55357143,65.42857143,2,0,La Ca_ada Flintridge,1
11/20/2011,12,13,12,12,12.25,76,81,94,95,86.5,3.728,6.214,3.728,0,4.556666667,0,16.66071429,76.25,2,0,La Ca_ada Flintridge,1
11/24/2011,13,16,17,13,14.75,80,70,62,81,73.25,1.243,1.864,0.621,0,1.242666667,0,15.89285714,75.32142857,2,0,La Ca_ada Flintridge,1
11/26/2011,11,26,27,17,20.25,87,47,31,58,55.75,0,0,0,0.621,0.621,0,15.80357143,72.96428571,2,0,La Ca_ada Flintridge,1
12/02/2011,11,18,18,13,15,64,48,42,62,54,0,1.243,3.728,1.243,2.071333333,0,16.83928571,42.71428571,2,0,La Ca_ada Flintridge,1
12/16/2011,7,18,19,14,14.5,90,63,31,50,58.5,0.621,0,1.243,0.621,0.828333333,0,13.55357143,69.17857143,2,0,La Ca_ada Flintridge,1
12/19/2011,11,14,14,13,13,92,80,66,77,78.75,0,1.864,2.486,0.621,1.657,0,13.57142857,70.32142857,1,0,La Ca_ada Flintridge,1
12/23/2011,7,18,19,13,14.25,50,29,20,48,36.75,0,0,1.864,0,1.864,0,13.60714286,61.53571429,1,0,La Ca_ada Flintridge,1
12/24/2011,9,19,21,13,15.5,49,32,12,36,32.25,0,0,0.621,0,0.621,0,13.53571429,58.07142857,1,0,La Ca_ada Flintridge,1
12/25/2011,9,21,22,13,16.25,45,32,19,56,38,0,0,0.621,0,0.621,0,13.78571429,52.60714286,1,0,La Ca_ada Flintridge,1
12/26/2011,11,21,22,12,16.5,38,29,26,70,40.75,1.864,0.621,1.243,0,1.242666667,0,14.16071429,47.17857143,1,0,La Ca_ada Flintridge,1
12/27/2011,8,19,20,12,14.75,73,45,40,83,60.25,0,0.621,1.243,0,0.932,0,14.25,46.28571429,1,0,La Ca_ada Flintridge,1
12/29/2011,10,21,23,14,17,68,42,44,86,60,0,0.621,0.621,0,0.621,0,15,44.53571429,1,0,La Ca_ada Flintridge,1
01/01/2012,12,26,27,14,19.75,65,36,38,85,56,0.621,0.621,0.621,0,0.621,0,15.53571429,59.53571429,1,0,La Ca_ada Flintridge,1
01/02/2012,11,20,26,14,17.75,92,72,39,82,71.25,0,0.621,0.621,0,0.621,0,15.875,63.89285714,1,0,La Ca_ada Flintridge,1
01/08/2012,9,19,20,14,15.5,92,59,24,43,54.5,0,0,1.864,0,1.864,0,17.64285714,50.82142857,1,0,La Ca_ada Flintridge,1
01/09/2012,9,22,23,15,17.25,50,33,24,62,42.25,0,0,3.107,0,3.107,0,17.69642857,46.67857143,1,0,La Ca_ada Flintridge,1
01/12/2012,13,23,23,16,18.75,56,32,27,52,41.75,0,0,0.621,0,0.621,0,17.78571429,56.28571429,1,0,La Ca_ada Flintridge,1
01/17/2012,9,14,14,11,12,77,60,54,78,67.25,0,0,3.107,0,3.107,0,16.69642857,49.14285714,2,0,La Ca_ada Flintridge,1
01/20/2012,11,16,16,13,14,81,72,64,78,73.75,1.243,0,0.621,0,0.932,0,15.10714286,62,2,0,La Ca_ada Flintridge,1
01/27/2012,14,20,26,21,20.25,82,71,26,34,53.25,0.621,0,1.864,0.621,1.035333333,0,15.19642857,64.82142857,2,0,La Ca_ada Flintridge,1
01/29/2012,12,24,25,17,19.5,29,13,11,32,21.25,0,1.864,1.243,0,1.5535,0,15.76785714,51.92857143,2,0,La Ca_ada Flintridge,1
02/01/2012,11,18,19,13,15.25,82,69,62,85,74.5,0.621,1.243,2.486,2.486,1.709,0,16.33928571,52.14285714,2,0,La Ca_ada Flintridge,1
02/02/2012,12,18,19,14,15.75,90,73,59,78,75,1.243,0.621,2.486,0,1.45,0,16.48214286,55.35714286,2,0,La Ca_ada Flintridge,1
02/09/2012,13,26,26,18,20.75,62,32,26,65,46.25,0,1.243,3.728,0,2.4855,0,17.71428571,43.82142857,2,0,La Ca_ada Flintridge,1
02/10/2012,13,21,21,14,17.25,78,54,64,84,70,0,2.486,1.243,0,1.8645,0,17.5,47.42857143,2,0,La Ca_ada Flintridge,1
02/12/2012,12,17,17,13,14.75,82,67,62,81,73,1.243,0.621,0.621,0,0.828333333,0,16.85714286,60,2,0,La Ca_ada Flintridge,1
02/24/2012,21,21,13,12,16.75,90,70,73,88,80.25,0,0.621,1.864,1.243,1.242666667,0,15.21428571,66.8452381,2,0,La Ca_ada Flintridge,1
02/25/2012,18,17,12,11,14.5,81,69,68,85,75.75,0,0.621,3.107,0,1.864,0,15.21428571,67.14285714,2,0,La Ca_ada Flintridge,1
02/26/2012,16,18,13,13,15,87,76,64,69,74,0.621,0.621,3.728,3.107,2.01925,0,15.23214286,67.39285714,2,0,La Ca_ada Flintridge,1
03/03/2012,11,23,24,18,19,34,19,14,40,26.75,0.621,0.621,1.243,0,0.828333333,0,15.41071429,58.92857143,2,0,La Ca_ada Flintridge,1
03/04/2012,16,28,30,22,24,28,19,12,31,22.5,1.864,1.243,1.864,0,1.657,0,16.19642857,51.57142857,2,0,La Ca_ada Flintridge,1
03/05/2012,18,26,27,18,22.25,35,28,30,77,42.5,0,1.243,1.243,0.621,1.035666667,0,16.83928571,48.14285714,2,0,La Ca_ada Flintridge,1
03/06/2012,12,14,15,12,13.25,92,74,62,38,66.5,1.864,1.243,4.35,3.728,2.79625,0,16.875,49.35714286,2,0,La Ca_ada Flintridge,1
03/09/2012,12,27,27,19,21.25,42,18,12,31,25.75,0,1.864,3.728,0.621,2.071,0,16.48214286,35.82142857,2,0,La Ca_ada Flintridge,1
03/11/2012,12,18,13,12,13.75,83,0,53,76,70.66666667,3.728,0,3.107,0,3.4175,0,16.53571429,45.30952381,2,0,La Ca_ada Flintridge,1
03/13/2012,14,17,13,11,13.75,80,71,59,80,72.5,0,0,3.107,1.243,2.175,0,16.625,50.02380952,2,0,La Ca_ada Flintridge,1
03/15/2012,17,17,13,14,15.25,88,76,66,82,78,0.621,0,1.864,0.621,1.035333333,0,16.91071429,62.77380952,2,0,La Ca_ada Flintridge,1
04/02/2012,15,24,26,20,21.25,43,36,26,38,35.75,3.107,0.621,4.35,0.621,2.17475,0,15.76785714,67.17857143,3,0,La Ca_ada Flintridge,1
04/04/2012,14,21,22,17,18.5,78,56,47,70,62.75,0,0,4.35,1.243,2.7965,0,16.51785714,62.57142857,3,0,La Ca_ada Flintridge,1
04/07/2012,16,26,28,21,22.75,26,16,11,35,22,1.243,2.486,3.107,0,2.278666667,0,16.89285714,45.71428571,3,0,La Ca_ada Flintridge,1
04/08/2012,13,26,26,19,21,62,30,18,59,42.25,0,0,5.593,0.621,3.107,0,17.28571429,44.64285714,3,0,La Ca_ada Flintridge,1
04/10/2012,12,18,21,14,16.25,85,69,52,72,69.5,0,0.621,2.486,3.107,2.071333333,0,17.96428571,51,3,0,La Ca_ada Flintridge,1
04/20/2012,15,27,26,16,21,90,76,58,86,77.5,0,0,4.35,0.621,2.4855,0,18.125,66.64285714,3,0,La Ca_ada Flintridge,1
04/22/2012,16,18,21,15,17.5,85,81,73,85,81,0.621,0.621,3.107,1.243,1.398,0,17.60714286,70.85714286,3,0,La Ca_ada Flintridge,1
04/25/2012,16,25,28,18,21.75,82,62,47,78,67.25,0,1.243,3.728,2.486,2.485666667,0,18,75.07142857,2,0,La Ca_ada Flintridge,1
04/28/2012,14,24,24,19,20.25,82,63,48,69,65.5,0,0,3.107,1.243,2.175,0,19.03571429,72.28571429,2,0,La Ca_ada Flintridge,1
05/05/2012,14,22,23,19,19.5,88,73,58,72,72.75,0,3.107,3.107,0,3.107,0,18.16071429,74.92857143,2,0,La Ca_ada Flintridge,1
05/08/2012,16,21,21,20,19.5,89,74,63,75,75.25,0,0.621,3.107,1.243,1.657,0,18.67857143,73.42857143,2,0,La Ca_ada Flintridge,1
